,chunk_start,chunk_end,text,confidence,episode_id,chunk_number,paragraph_number
447,3928.439,3937.067,Do you think the same kind of approach can use to predict the structure and function of more complex biological systems so multi protein interaction.,0.89,,447,102
448,3937.289,3938.615,And then,0.91,,448,102
449,3938.549,3950.372,I mean you can go up from there yeah just simulating bigger and bigger systems that eventually simulate something like the human brain or the human body just the big mush the massive the Beautiful.,0.89,,449,102
450,3950.549,3957.367,Resilient mess of biology do you see that as a long-term Vision I do and I think,0.87,,450,103
451,3957.301,3975.317,you know if you think about what are the things top things I wanted to apply a I too once we had powerful enough systems biology and curing diseases and understanding biology was right up there you know top of my list that's one of the reasons I personally pushed that myself and with Alpha fold but I think Alpha fold,0.89,,451,103
452,3975.161,3978.297,amazing as it is is just the beginning.,0.91,,452,103
453,3978.258,3986.192,And and and I hope it's an Evidence of what could be done with computational methods so,0.9,,453,104
454,3985.955,4001.181,you know Alpha fold solve this this huge problem of the structure of proteins but biology is dynamic so really what I imagined from here and we're working on all these things now is protein-protein interaction protein ligand binding so reacting with molecules,0.7000000000000001,,454,104
455,4000.953,4005.988,then you want to put get build-up to Pathways and then pinch eventually a virtual cell,0.84,,455,104
456,4005.814,4022.903,that's my dream maybe in the next 10 years and I've been talking actually to a lot of biologists friends of mine Paul nurse who runs the Crick Institute amazing biologist Nobel prize-winning biologist we've been discussing for 20 years now virtual cells could you build a virtual simulation of a cell and if you could that would be incredible for,0.85,,456,104
457,4022.684,4047.237,Balaji and dizzy Discovery because you could do loads of experiments on the virtual cell and then only at the last stage validate it in the wet lab so you could you know that in terms of the search space of discovering new drugs you know text 10 years roughly to go from to go from you know identifying a Target to having a drug candidate maybe that could be shortened to you know by an order of magnitude with if you could do most of that,0.8200000000000001,,457,104
458,4047.062,4051.216,that work in silico so in order to get to Virtual cell.,0.8300000000000001,,458,104
459,4051.581,4064.998,We have to build up understanding of different parts of biology in the interactions and and so we you know we every few years we talked about this with what I talked about this with poor and then finally last year after Alpha fault I said Now's the Time,0.8,,459,105
460,4064.986,4079.789,we can finally go for it and Alpha folds the first proof point that this might be possible and he's very exciting we have some collaborations with his with his lab and they're just across the road actually from our services you know Wonderful being here in Kings Cross with the Crick Institute across the road and.,0.88,,460,105
461,4079.84,4080.761,And I think,0.84,,461,105
462,4080.731,4091.843,the next steps you know I think there's going to be some amazing advances in biology built on top of things like Alpha fold we're already seeing that with the community doing that after we've open sourced and released it,0.91,,462,105
463,4091.813,4098.225,and you know I often say that I think if you think of mathematics,0.86,,463,105
464,4098.141,4107.56,is the perfect description language for physics I think AI might be end up being the perfect description language for biology because biology so messy,0.8,,464,105
465,4107.531,4117.283,it's so emergent so Dynamic and complex I think I find it very hard to believe we'll ever get to something as elegant as Newton's Laws of motions to describe a cell.,0.9,,465,105
466,4117.307,4125.295,Right it's just too complicated so I think AI is the right tool for this you have to you have to start at the basic building blocks,0.72,,466,105
467,4125.247,4135.027,and use AI to run the simulation for all those building blocks so have a very strong way to do prediction of what given these building blocks what kind of biologic how the.,0.8,,467,105
468,4135.167,4139.221,The function and the evolution of that biological system.,0.91,,468,105
469,4139.399,4151.087,It's almost like a cellular automata you have to run you can't analyze it from a high level you have to take the basic ingredients figure out the rules yeah and let it run but in this case the rules are very difficult to figure out yes,0.89,,469,106
470,4150.904,4159.396,exact learn them that's exactly it so it's the Balaji too complicated to figure out the rules it's it's it to emergent to Dynamic,0.8300000000000001,,470,106
471,4159.366,4172.269,say a competitor physics system like the motion of a planet right and and so you have to learn the rules and that's exactly the type of systems that we're building so you you must leave open sores Alpha fold and even the data involved.,0.77,,471,106
472,4172.41,4174.358,To me personally also.,0.91,,472,106
473,4175.075,4184.611,Really happy in a big thank you for open-sourcing with Yoko the physics simulation engine that's that's often used for robotics research and so on.,0.8,,473,107
474,4184.905,4190.778,So I think that's a pretty gangster move so what's the what's I mean this.,0.91,,474,108
475,4191.0,4197.052,Very few companies or people do that kind of thing what's the philosophy behind that,0.8300000000000001,,475,109
476,4197.031,4205.262,you know it's a case-by-case basis and in both those cases we felt that was the maximum benefit to humanity to do that and and the scientific community.,0.9,,476,109
477,4205.305,4216.101,In one case the robotics physics Community with my joke oh so we're just that we purchased difference for wipe to OBS we published it for the express principle to open source set so,0.77,,477,109
478,4215.981,4224.878,so you know I hope people appreciate that is great to hear that you do and then the second thing was and mostly we did it because the person building it is,0.78,,478,109
479,4224.785,4237.95,would not it was not able to cope with supporting it anymore because it was it got too big for him is amazing Professor who built it in the first place so we helped him out with that and then without fourfold even bigger I would say and I think in that case,0.79,,479,109
480,4237.802,4242.397,we decided that there were so many Downstream applications of alpha fold.,0.89,,480,109
481,4242.457,4248.707,Um that we couldn't possibly even imagine what they all were so the best way to accelerate,0.91,,481,109
482,4248.569,4259.294,drug Discovery and also fundamental research would be to give all that data away and and and the and the and the system itself,0.88,,482,109
483,4259.111,4267.279,you know it's been so gratifying to see what people have done that within just one year which is a short amount of time in science and it's been used by,0.91,,483,109
484,4267.222,4279.999,"over 500,000 researchers have used it we think that's almost every bar largest in the world think there's roughly 500,000 biologists in the world professional biologist have used it to to look at there and proteins of Interest.",0.8200000000000001,,484,109
485,4280.311,4295.006,We see an amazing fundamental research done so a couple of weeks ago front cover of there was a whole special issue of science with including the front cover which had the nuclear pore complex on it which is one of the biggest proteins in the body the nuclear pore complex has a protein that governs,0.84,,485,110
486,4294.805,4301.236,all the nutrients going in and out of your cell nucleus so they're like little Holt gateways that open and close to,0.85,,486,110
487,4301.016,4311.03,things go in and out of your cell nucleus so they're really important but they're huge because they're massive do not ring shape things and they've been looking to try and figure out that structure for decades,0.86,,487,110
488,4310.82,4317.79,and they have lots of you know experimental data but it's too low resolution there's bits missing and they were able to like a giant Lego,0.86,,488,110
489,4317.707,4325.83,jigsaw puzzle use Alpha for predictions plus experimental data and combined those two independent sources information,0.78,,489,110
490,4325.646,4345.58,actually four different groups around the world are able to put it together the second more or less simultaneously using Alpha 4 predictions so that's been amazing to see and pretty much every farmer company every Drug Company executive I've spoken to have said that their teams are using Alpha fold to accelerate whatever drugs they're they're trying to discover so I think the knock-on effect.,0.81,,490,110
491,4345.748,4347.363,Has been enormous,0.8200000000000001,,491,110
492,4347.315,4360.029,in terms of the impact that Alpha folders made and it's probably bringing and it's creating biologists bringing more people into the field but both on the excitement and both on the technical skills involved.,0.86,,492,110
493,4360.395,4361.299,Enough.,0.8200000000000001,,493,111
494,4361.475,4371.183,It's almost like a gateway drug to biology yes it is you follow computational people involved to hopefully and I think for us you know the next stage,0.84,,494,111
495,4371.045,4383.228,as I said you know future we have to have other considerations to we're building on top of alpha fold and these other ideas I discussed with you about protein-protein interactions and and genomics and other things and not everything will be open source some of it will,0.89,,495,111
496,4383.009,4391.366,well do commercially because I will be the best way to actually get the most resources in Impact behind it in other ways other some other projects will do nonprofit Style,0.8200000000000001,,496,111
497,4391.156,4399.468,and also we have to consider for future things as well safety and ethics as well like but you know synthetic biology there are you know there is dual use.,0.91,,497,111
498,4399.492,4408.002,And we have to think about that as well with Alpha fold we you know we consulted with 30 different bioethicists and and other people expert in this field to make sure it was safe before,0.8300000000000001,,498,111
499,4407.783,4418.04,we released it so they'll be other considerations in future but for right now you know I think Alpha fold is a kind of a gift from us to to the scientific community so I'm pretty sure,0.78,,499,111
500,4417.974,4421.1,that something like Alpha fold,0.8200000000000001,,500,111
501,4421.007,4435.468,would be part of Nobel prizes in the future but us humans of course are horrible credit assignment so will of course give it to the humans do you think there will be a day when AI system.,0.85,,501,111
502,4436.419,4445.848,Can't be denied that it learned that Nobel Prize do you think we will see that in 21st century it depends what type of AI is we end up building.,0.87,,502,112
503,4445.872,4453.671,Whether they're you know goal-seeking agents who specifies the goals who comes up with the hypotheses.,0.87,,503,112
504,4453.686,4465.545,Who you know who determines which problems to tackle right so I think it's about announcement it's results announced the results exactly as part of it so I think right now of course it's it's it's,0.75,,504,112
505,4465.335,4472.378,amazing human Ingenuity that's behind the systems and then the system in my opinion is just at all you know be a bit like saying.,0.79,,505,112
506,4472.383,4485.8,With Galileo and his telescope you know the Ingenuity the the credit should go to the telescope I mean it's clearly Galileo building the tool which he then uses so I still see that in the same way today even though these tools learn for themselves.,0.8200000000000001,,506,112
507,4485.833,4492.641,Um they are I think of I think of things like Alpha fold and the things we're building as the Ultimate Tools for science,0.77,,507,112
508,4492.584,4499.681,and for acquiring new knowledge to help us as scientists acquire new knowledge I think one day there will come a point where.,0.87,,508,112
509,4500.345,4510.295,An AI system may solve will come up with something like general relativity off its own bat not just by averaging everything on the internet or averaging everything on PubMed.,0.8200000000000001,,509,113
510,4511.066,4519.316,That would be interesting to see what that would come up with so that to me is a bit like our earlier debate about creativity you know inventing go,0.91,,510,114
511,4519.114,4522.34,rather than just coming up with a good go move,0.89,,511,114
512,4522.112,4531.46,and so I think solving I think too you know if we wanted to give it the credit of like a noble type of thing then it would need to invent go,0.91,,512,114
513,4531.24,4542.172,and sort of invent that new conjecture out of the blue rather than being specified by the the human scientists or the human Creator so I think right now that's it's definitely just at all,0.86,,513,114
514,4542.07,4551.49,although it is interesting how far you get by averaging everything on the internet like you said because you know a lot of people do see science as you're always standing on the shoulders of giants,0.81,,514,114
515,4551.468,4559.07,and the question is how much are you really reaching up above the shoulders of giants maybe it's just,0.91,,515,114
516,4559.012,4563.201,assimilating different kinds of results of the past.,0.76,,516,114
517,4563.45,4577.875,With ultimately this New Perspective that gives you this breakthrough idea but that idea may not be novel in the way that we can be already discovered in the internet maybe the Nobel prizes of the next hundred years already all there on the internet.,0.89,,517,115
518,4577.908,4586.013,"To be discovered they could be they could be I mean I think
this is one of the big Mysteries I think is that.",0.88,,518,115
519,4586.091,4595.96,I first of all I believe a lot of the big new breakthroughs that are going to come in the next few decades and even in the last decade are going to come at the intersection between different subject areas.,0.84,,519,115
520,4596.056,4602.028,Where they'll be some new connection that's found between what seemingly were disparate areas,0.88,,520,115
521,4602.025,4611.732,and one can even think of deepmind is as I said earlier as a sort of interdisciplinary between Neuroscience ideas and AI engineering ideas originally and so.,0.86,,521,115
522,4611.837,4621.707,So I think there's that and then one of the things we can't imagine today is and the one of the reasons I think people we were so surprised by how well large models worked is that actually.,0.78,,522,115
523,4621.983,4627.568,It's very hard for our human Minds our limited human Minds to understand what it would be like to read the whole internet,0.78,,523,116
524,4627.511,4634.419,but I think we can do a thought experiment and I used to do this of like well what if I read the whole of Wikipedia what would I know,0.88,,524,116
525,4634.334,4645.599,and I think our minds can just about comprehend maybe what that would be like but the whole internet is beyond comprehension so I think we just don't understand what it would be like to have about a hold all of that in mind,0.86,,525,116
526,4645.371,4655.358,potentially right and then active at once and then maybe what are the connections that are available there so I think no doubt there are huge things to be discovered just like that,0.89,,526,116
527,4655.139,4665.026,but I do think there is this other type of creativity of true spark of new knowledge new idea never thought before about can't be average from things that are known,0.89,,527,116
528,4664.798,4671.462,that really of course everything comes you know nobody creates in a vacuum so there must be a clue somewhere,0.87,,528,116
529,4671.243,4679.808,that just a unique way of putting those things together I think some of the greatest scientists in history have displayed that I would say although it's very hard to know,0.81,,529,116
530,4679.796,4689.179,going back to their time what was exactly known when they came up with us whether you're making a really think because just a thought experiment,0.8300000000000001,,530,116
531,4689.095,4692.546,of deeply knowing 100 Wikipedia pages.,0.84,,531,116
532,4693.191,4702.647,I don't think I can I've been really impressed by Wikipedia for for technical topics yeah so if you know 100 Pages or 1000 pages.,0.89,,532,117
533,4702.886,4706.733,I don't think you can Vision truly comprehend what's.,0.77,,533,117
534,4706.811,4721.759,What kind of intelligence that is yeah it's a pretty powerful tool if you know how to use that in integrate that information correctly yes I think go really far yeah you can probably construct thought experiments based on that like simulate different ideas,0.72,,534,117
535,4721.62,4728.15,who solve this is true let me run this thought experiment that maybe this is true it's not really invention it's like just.,0.72,,535,117
536,4728.3,4738.241,Taking literally the knowledge and using it to construct the very basic simulation of the world we are some argue it's romantic and part but Einstein would do the same kind of things.,0.8300000000000001,,536,117
537,4738.266,4747.595,What's a thought experiment yeah you one could imagine doing that systematically across millions of Wikipedia Pages plus PubMed all these things I think there are.,0.72,,537,117
538,4747.853,4760.801,Many many things to be discovered like that they're hugely useful you know you could imagine and I want us to do some other things in Material Science like room-temperature superconductors is something on my list one day that I'd like to like it you know have an AI system to help build.,0.8,,538,118
539,4760.825,4762.557,Better optimized batteries,0.76,,539,118
540,4762.481,4772.711,all of these sort of mechanical things mr. I think a systematic sort of search could be guided by model could be could be extremely powerful,0.76,,540,118
541,4772.654,4781.74,So speaking of which you have a paper on nuclear fusion magnetic control of Tokamak plasmas to deep reinforcement learning so you are.,0.88,,541,118
542,4782.323,4789.456,You're seeking to solve nuclear fusion with D Bar L so it's doing control of high-temperature plasmas can you explain this work,0.79,,542,119
543,4789.327,4804.102,and can a I eventually solve nuclear fusion it's been very fun last year or two very productive because we've been taking off a lot of my dream projects if you like the things that I've collected over the years of areas of science that I would like,0.88,,543,119
544,4803.964,4811.502,I think could be very transformative if we helped accelerate and a really interesting problems scientific challenges in of themselves.,0.89,,544,119
545,4811.535,4815.805,This is energy so energy yes exactly so energy and climate,0.6900000000000001,,545,119
546,4815.784,4828.39,so we talked about disease and biology is being one of the biggest places I think I can out with I think energy and climate is another one so maybe they would be my top two and fusion is one one area I think I can help with,0.76,,546,119
547,4828.324,4831.289,now Fusion has many challenges,0.77,,547,119
548,4831.16,4845.17,mostly physics and Material Science and Engineering challenges as well to build these massive Fusion reactors and contain the plasma and what we try to do and whenever we go into a new field it has to apply our systems is we look for we talked to domain experts,0.8200000000000001,,548,119
549,4845.024,4848.33,we try and find the best people in the world to collaborate with.,0.91,,549,119
550,4848.715,4855.433,In this case infusion we collaborated with epfl in Switzerland Swiss Technical Institute who are amazing they have a test reactor.,0.74,,550,120
551,4855.448,4865.12,They were they were willing to let us use which you know I double checked with the team we were going to use carefully and safely I was impressed they managed to persuade them to let us use it,0.91,,551,120
552,4864.909,4877.704,and and it's an amazing test reactor they have there and they try all sorts of pretty crazy experiments on it and the that what we tend to look at is if we go into a new domain like Fusion,0.91,,552,120
553,4877.53,4879.577,what are all the bottleneck problems.,0.89,,553,120
554,4879.583,4889.228,It's like thinking from first principles you know what all the Boston at problems that are still stopping Fusion working today and then we look at we you know we get a fusion expert to tell us and then we look at those,0.8,,554,121
555,4888.999,4894.008,bottlenecks and we look at the ones which ones are amenable to our AI methods today.,0.91,,555,121
556,4893.923,4910.671,Yes light and and and that and would be interesting from a research perspective from our point of view from an AI point of view and that would address one of their bottlenecks and in this case plasma control was perfect so you know the plasma it's a million degrees Celsius something like that hotter than the sun,0.79,,556,122
557,4910.443,4928.63,and there's obviously no material that can contain it so they have to be containing these magnetic very powerful most superconducting magnetic fields but the problem is plasma is pretty unstable as you imagine you're kind of holding a mini some mini star in a reactor so you know you kind of want to predict ahead of time,0.86,,557,122
558,4928.385,4932.34,what the plasma is going to do so you can maneuver the magnetic field,0.91,,558,122
559,4932.102,4950.353,within a few milliseconds you know to basically contain what it's going to do next so it seems like a perfect problem if you think of it for like a reinforcement learning prediction problem so you know you got controller you've got to move the magnetic field and cut an on till we came along you know they were they were doing with with traditional operational,0.86,,559,122
560,4950.107,4959.814,research type of controllers which I kind of handcrafted and the problem is of course they can't react in the moment to something the plasma is doing now they have to be hard-coded and again,0.77,,560,122
561,4959.65,4969.653,knowing that that's normally our go-to solution is we would like to learn that instead and they also had a simulator of these plasma so there are lots of criteria that matched what we like to do too,0.87,,561,122
562,4969.426,4970.149,to use.,0.91,,562,122
563,4970.632,4981.933,So can a I eventually solve nuclear fusion well so we would this problem and we published it in a nature paper last year we held the fusion that we held the plasma in a specific shape.,0.77,,563,123
564,4982.038,4991.277,It's actually it's almost like carving the password into different shapes and control and hold it there for the record amount of time so so that's one of the problems.,0.91,,564,123
565,4991.292,5004.96,Of fusion sort of solved so the have a controller that's able to no matter the shape contain it contains yeah contain it and hold it in structure and there's different shapes that are better for for the energy Productions called droplets and.,0.89,,565,123
566,5004.993,5007.797,And and so on so so that was huge,0.89,,566,123
567,5007.739,5015.34,and now we're looking we're talking to lots of fusion startups to see what's the next Pond we can tackle in the fusion area,0.86,,567,123
568,5015.212,5024.954,so another fascinating place in a paper titled pushing the frontiers of density functions by solving the fraction electron problem so you're taking on.,0.91,,568,123
569,5025.042,5030.122,Modeling and simulating the quantum mechanical behavior of electrons yes.,0.91,,569,123
570,5030.776,5038.26,Can you explain this work in can AI model and simulate arbitrary quantum mechanical systems in the future,0.8300000000000001,,570,124
571,5038.041,5044.66,yeah so this is not a problem I've had my eye on for you know decade or more which is,0.85,,571,124
572,5044.477,5050.26,sort of simulating the properties of electrons if you can do that you can basically describe,0.9,,572,124
573,5050.158,5062.953,how elements and materials and substances work so it's kind of like fundamental if you want to advance Material Science and you know we have Schrodinger's equation and then we have approximation to that,0.85,,573,124
574,5062.725,5066.626,density functional Theory these things are you know a famous,0.79,,574,124
575,5066.407,5075.952,and people try and write approximations to to these to these functionals and and kind of come up with descriptions of the electron clouds,0.85,,575,124
576,5075.734,5094.011,where they're going to go how they're going to interact when you put two elements together and what we try to do is learn a simulation learn a functional that will describe more chemistry types of chemistry so until now you know you can run expensive simulations but then you can only simulate very small,0.91,,576,124
577,5093.756,5098.701,molecules very simple molecules we would like to simulate large materials,0.91,,577,124
578,5098.447,5107.334,and so today there's no way of doing that and we're building up towards building functionals that approximate Schrodinger's equation,0.9,,578,124
579,5107.079,5117.228,and then allow you to describe what the electrons are doing and all material sort of Science and material properties are governed by the electrons and how they interact.,0.86,,579,124
580,5117.198,5124.33,So I have a good summarization of the simulation through the functional.,0.81,,580,125
581,5124.535,5131.299,But one that is still close to what the actual simulation would come out with so what.,0.91,,581,126
582,5131.484,5144.136,How difficult a task was involved in that task is running those those complicated simulations and learning the task of mapping from the initial conditions and the parameters of the simulation learning what the functional would be yeah.,0.8300000000000001,,582,127
583,5144.241,5164.12,So it's pretty tricky and we've done it with you know the nice thing is We There are we can run a lot of the simulations that the molecular Dynamic simulations on our compute clusters and so that generates a lot of data so in this case the data is generated so we like those sites sort of systems in this why we use games it's simulator generator data,0.8200000000000001,,583,127
584,5163.892,5171.304,and we can kind of create as much of it as we want really and just list leave some you know if any computers are free in the cloud,0.88,,584,127
585,5171.122,5176.274,we just run we run some of these calculations right compute cluster calculation like saw the the.,0.91,,585,127
586,5176.289,5182.117,Computer Chimes used up on quantum mechanics quantum mechanics exactly simulations and protein simulations and other things,0.81,,586,127
587,5182.114,5196.736,and so and so you know when you're not searching on YouTube for video cat videos we're using those completed usefully and quantum chemistry the idea by and and putting them to good use and then yeah and then all of that computation or data that's generated,0.79,,587,127
588,5196.697,5205.72,we can then try and learn the functionals from that which of course a way more efficient once we learn the functional then running those simulations would be,0.87,,588,127
589,5205.699,5215.146,do you think one day a I may allow us to do something like basically crack open physics so do something like travel faster than the speed of light.,0.8200000000000001,,589,127
590,5215.332,5220.115,My ultimate aim is always been with AI is the reason I am.,0.87,,590,128
591,5220.166,5229.739,Personally working on AI for my whole life it was to build a tool to help us understand still and stand the universe so I wanted to and that means physics really,0.78,,591,128
592,5229.636,5232.439,and the nature of reality so.,0.91,,592,128
593,5232.508,5241.342,I don't think we have systems that capable of doing that yet but it when we get towards AGI I think that's one of the first things I think we should apply AGI to,0.77,,593,128
594,5241.141,5248.904,I would like to test the limits of physics and our knowledge of physics there's so many things we don't know I there's one thing I find fascinating about science and,0.84,,594,128
595,5248.703,5256.223,you know is a huge proponent of the scientific method as being one of the greatest ideas Humanities ever had and allowed us to progress with our knowledge,0.87,,595,128
596,5256.157,5269.411,but I think as a true scientist I think what you find is the more you find out you know the more you realize we don't know and and I always think that it's surprising that more people don't aren't quite bald you know every night I think about,0.74,,596,128
597,5269.274,5273.561,all these things we interact with all the time that we have no idea how they work time.,0.91,,597,128
598,5273.819,5282.644,Consciousness gravity life we can't I mean these are all the fundamental things of nature I think we don't really know what they are.,0.91,,598,129
599,5283.164,5284.589,To live life,0.91,,599,130
600,5284.505,5297.921,we pin certain assumptions on them and kind of treat our assumptions is if they're fact yeah that allows us to sort of box them off somehow yeah box them off so yeah well you're the reality is when you think of time.,0.75,,600,130
601,5298.18,5300.037,You should remind yourself you should.,0.91,,601,131
602,5300.385,5313.217,Put it off the take it off the shelf and realize like know we have a bunch of assumptions there's still a lot of there's even a lot of debate there's a lot of uncertainty about exactly what is time is there an arrow of time.,0.8300000000000001,,602,132
603,5313.376,5320.769,You know there's a lot of fundamental questions that you can just make assumptions about and maybe a i allows you to.,0.85,,603,132
604,5321.432,5331.671,Not put anything on the Shelf yeah well make any hard assumptions and really open it up and see what exactly I think we should be truly open minded about that and,0.8,,604,133
605,5331.659,5340.862,exactly that not be dogmatic to a particular Theory will also allow us to build better tools experimental tools eventually.,0.73,,605,133
606,5341.256,5346.461,That can then test certain theories that may not be testable today about those things about like.,0.88,,606,134
607,5346.702,5354.014,What we spoke about the beginning about the computational nature of the universe how one might if that was true how one might go about testing that,0.91,,607,135
608,5353.967,5362.981,right and and how much you know there are people who've congested people like Scott Aaronson and others about you know how much information can a specific,0.8200000000000001,,608,135
609,5362.96,5370.57,Planck unit of space and time contain right so one might be able to think about testing those ideas if you had.,0.81,,609,135
610,5370.684,5379.779,A I helping you build some new Exquisite experimental tools this is what I imagine the you know many decades from now will be able to do.,0.89,,610,135
611,5379.794,5381.517,And what kind of.,0.91,,611,135
612,5381.622,5396.334,Questions could be answered through running a simulation of them this or that there's a bunch of physics simulations you can imagine that could be run in an so some kind of efficient way much like you're doing in the quantum simulation work.,0.8,,612,135
613,5396.664,5400.656,And perhaps even the origin of Life figuring out how,0.87,,613,136
614,5400.617,5406.903,going even back before the work of Alpha V begins of how this whole thing,0.89,,614,136
615,5406.819,5413.817,emerges from a rock yes from a static thing Woody what do you think AI will allow us to,0.81,,615,136
616,5413.688,5422.143,is that something you have your eye on is trying to understand the origin of Life first of all yourself what do you think,0.91,,616,136
617,5422.105,5430.804,how the heck did life originate on Earth yeah well maybe week I'll come to that in a second but I think the ultimate use of AI is too.,0.89,,617,136
618,5430.855,5435.395,Kind of use it to accelerate science to the maximum so.,0.8200000000000001,,618,136
619,5435.41,5441.561,Think of it a little bit like the tree of all knowledge the Imagine that's all the knowledge there is in the universe to attain.,0.76,,619,136
620,5441.676,5454.372,And we sort of barely scratched the surface of that so far in even though you know we've done pretty well since the enlightenment right as humanity and I think AI will turbocharged all of that like we've seen with Alpha fold.,0.86,,620,137
621,5454.45,5460.098,And I want to explore as much of that tree of knowledge as it's possible to do and.,0.89,,621,137
622,5460.149,5465.049,And I think that involves AI helping us with with a with understanding or finding patterns.,0.84,,622,137
623,5465.109,5478.516,Um that also potentially designing and building new tools experimental tools so I think that's all and also running simulations and learning simulations all of that we already we're sort of doing at a at a,0.91,,623,137
624,5478.369,5487.41,at a baby steps level here but I can imagine that in in the decades to come as you know what's the full flourishing.,0.68,,624,137
625,5487.489,5491.074,Of that line of thinking it's going to be truly incredible I would say,0.88,,625,137
626,5490.999,5498.267,I visualize this tree of knowledge something tells me that that knowledge for tree of knowledge for humans is much smaller.,0.8200000000000001,,626,137
627,5498.741,5504.317,In the set of all possible trees of knowledge is actually quite small given our cognitive.,0.85,,627,138
628,5504.755,5515.669,Limitations limited cognitive capabilities that even with the with the tools we build we still won't be able to understand a lot of things and that's perhaps what.,0.88,,628,139
629,5515.783,5524.382,Non-human systems may be up to reach farther not just as tools but in themselves understanding something that they can bring back.,0.91,,629,139
630,5524.883,5533.042,It could well be so I mean there's so many things that are that are sort of encapsulated in what you just said there I think first of all.,0.91,,630,140
631,5533.139,5543.116,There's there's two different things as like what do we understand today yeah what could the human mind understand and what is the totality of what is there to be understood right and so,0.91,,631,140
632,5543.087,5555.062,that's three concentric and I can think of them as three larger larger trees or exploring more branches of that tree and I think with a i we're going to explore that whole lot now the question is is you know if you think about,0.73,,632,140
633,5554.979,5558.735,what is the totality of what could be understood,0.91,,633,140
634,5558.552,5574.129,there may be some fundamental physics reasons why certain things can't be understood like what's outside a simulation or outside the universe maybe it's not understandable from within the universe so that's there may be some hard constraints like that you know could be smaller constraints like we,0.91,,634,140
635,5574.054,5581.259,think of space-time as fundamental as our human brains are really used to this idea of a three-dimensional world with time right,0.88,,635,140
636,5581.13,5591.611,maybe without tools could go beyond that they wouldn't have that limitation necessary they could think in 11-12 Dimensions whatever is needed but we could still maybe understand that,0.77,,636,140
637,5591.546,5603.35,in several different ways the example I always give is when I you know play Garry Kasparov at speed chess or we've talked about Chess and these kind of things you know he if you if you if you're reasonably good at chess.,0.89,,637,140
638,5603.419,5612.37,You can you can't come up with the move Gary comes up with in his move but he can explain it to you and you can understand you can understand post hoc the,0.8300000000000001,,638,141
639,5612.359,5620.283,yeah so so I think there's a there's an even further level of like well maybe you couldn't have invented that thing but but using like going back to using language again,0.76,,639,141
640,5620.208,5627.044,perhaps you can understand and appreciate that same way that you can appreciate you know Vivaldi or Mozart something without,0.88,,640,141
641,5626.979,5637.271,you can appreciate the beauty of that without being able to construct it yourself right invent the music yourself so I think we see this in all forms of life so it'll be that times you know.,0.88,,641,141
642,5637.34,5644.743,I'm million but it would you can imagine also one sign of intelligence is the ability to explain things clearly and simply,0.75,,642,142
643,5644.542,5650.459,why people are rich or find another one of my all-time Heroes used to say that right if you can't you know if you can explain it,0.74,,643,142
644,5650.322,5660.407,something simply they need that's it that's the best sign a complex topic simply then that's one of the best songs of you understanding it yeah so I can see myself talking trash in the eye system and that way,0.67,,644,142
645,5660.26,5670.183,yes it's a gets frustrated how dumb I am and it tried to explain something to me was like well that means you're not intelligent because if you were intelligent you be able to explain it simply,0.8300000000000001,,645,142
646,5670.054,5685.721,yeah of course I mean that there's also the other option of course we could enhance ourselves and and without devices we are already sort of symbiotic with our compute devices right with our phones and other things and you know this stuff like neural link and accept sure that could be could advance that further,0.78,,646,142
647,5685.502,5693.967,so I think there's lots of lots of really amazing possibilities that I could foresee from here well let me ask you some wild question so out there.,0.88,,647,142
648,5693.974,5695.75,Looking for friends,0.91,,648,142
649,5695.72,5704.968,do you think there's a lot of alien civilizations out there so I guess this also goes back to your origin of Life question to you because I think that that's key.,0.9,,649,142
650,5705.253,5717.517,My personal opinion looking at all this and and you know it's one of my hobbies physics I guess so so I you know it's what I something I think about a lot and talk to a lot of experts on and read a lot of books on and I think.,0.8,,650,143
651,5718.046,5727.96,My feeling currently is that that we are alone I think that's the most likely scenario given what what evidence we have so and the reasoning is I think that.,0.88,,651,144
652,5728.677,5730.058,You know we've tried,0.91,,652,145
653,5730.001,5739.842,since things like seti program and I guess since the dawning of the the Space Age we've you know had telescopes open radio telescopes and other things and,0.8300000000000001,,653,145
654,5739.84,5747.918,if you think about and try to detect signals now if you think about the evolution of humans on Earth we could have easily been.,0.84,,654,145
655,5747.996,5755.443,And Milling is ahead of our time now or million years behind right easily with just some slightly different quirk,0.85,,655,146
656,5755.377,5763.744,thing happening hundreds of thousands years ago you know things could have been slightly different if the BET award hit the dinosaurs a Milling is earlier maybe things would have evolved,0.88,,656,146
657,5763.507,5788.932,we be Milling is at the head of where we are now so what that means is if you imagine where Humanity will be in a few hundred years let alone a million years especially if we hopefully you know solve things like climate change and other things and we continue to flourish and we build things like Ai and we do space traveling and all of the stuff that that humans have dreamed of forever right and sci-fi is talked about forever,0.66,,657,146
658,5788.731,5792.299,we will be spreading across the Stars,0.88,,658,146
659,5792.089,5817.703,right and Von Neumann famously calculated you know it would only take about a million years if you send out Von Neumann probes to the nearest you know the nearest other solar systems and and then they built all they did was built two more versions themselves and set those two out to the next nearest systems you know with in a million years I think you would have one of these probes in every system in the Galaxy so it's not actually in Cosmo cosmological time that's actually very short amount of time,0.81,,659,146
